Dataset, K, Total time, Diversity, Alpha,,
scp51.txt,9,775,0.057094361,0.8,,0.057094361
scp51.txt,10,786,0.056358288,0.8,,0.056358288
scp51.txt,11,788,0.058292997,0.8,,0.058292997
scp51.txt,12,786,0.059308765,0.8,,0.059308765
scp51.txt,13,790,0.060877097,0.8,,0.060877097
scp51.txt,14,789,0.061663625,0.8,,0.061663625
scp51.txt,15,796,0.060912565,0.8,,0.060912565
scp51.txt,16,801,0.060063797,0.8,,0.060063797
scp51.txt,17,805,0.059467527,0.8,,0.059467527
scp51.txt,18,814,0.058790317,0.8,,0.058790317
scp51.txt,19,815,0.059834437,0.8,,0.059834437
scp51.txt,20,818,0.059859281,0.8,,0.059859281
scp51.txt,5,772,0.052223898,0.9,,0.052223898
scp51.txt,6,790,0.051747071,0.9,,0.051747071
scp51.txt,7,786,0.054876209,0.9,,0.054876209
scp51.txt,8,778,0.056547556,0.9,,0.056547556
scp51.txt,9,779,0.055492904,0.9,,0.055492904
scp51.txt,10,784,0.054795571,0.9,,0.054795571
scp51.txt,11,785,0.056628453,0.9,,0.056628453
scp51.txt,12,784,0.05759076,0.9,,0.05759076
scp51.txt,13,791,0.059076548,0.9,,0.059076548
scp51.txt,14,800,0.05982168,0.9,,0.05982168
scp51.txt,15,797,0.059110149,0.9,,0.059110149
scp51.txt,16,811,0.058306053,0.9,,0.058306053
scp51.txt,17,816,0.057741166,0.9,,0.057741166
scp51.txt,18,814,0.057099599,0.9,,0.057099599
scp51.txt,19,818,0.058088765,0.9,,0.058088765
scp51.txt,20,827,0.058112301,0.9,,0.058112301
scp51.txt,5,768,0.050946036,1,,0.050946036
scp51.txt,6,776,0.050493051,1,,0.050493051
scp51.txt,7,769,0.053465732,1,,0.053465732
scp51.txt,8,776,0.055053512,1,,0.055053512
scp51.txt,9,784,0.054051592,1,,0.054051592
scp51.txt,10,781,0.053389125,1,,0.053389125
scp51.txt,11,789,0.055130364,1,,0.055130364
scp51.txt,12,785,0.056044555,1,,0.056044555
scp51.txt,13,791,0.057456054,1,,0.057456054
scp51.txt,14,794,0.058163929,1,,0.058163929
scp51.txt,15,796,0.057487975,1,,0.057487975
scp51.txt,16,798,0.056724084,1,,0.056724084
scp51.txt,17,811,0.056187441,1,,0.056187441
scp51.txt,18,815,0.055577952,1,,0.055577952
scp51.txt,19,824,0.05651766,1,,0.05651766
scp51.txt,20,835,0.05654002,1,,0.05654002
scp51.txt,5,804,0.042852913,2,,0.042852913
scp51.txt,6,774,0.042550923,2,,0.042550923
scp51.txt,7,774,0.04453271,2,,0.04453271
scp51.txt,8,785,0.04559123,2,,0.04559123
scp51.txt,9,787,0.044923283,2,,0.044923283
scp51.txt,10,811,0.044481639,2,,0.044481639
scp51.txt,11,782,0.045642465,2,,0.045642465
scp51.txt,12,788,0.046251926,2,,0.046251926
scp51.txt,13,786,0.047192925,2,,0.047192925
scp51.txt,14,797,0.047664842,2,,0.047664842
scp51.txt,15,799,0.047214206,2,,0.047214206
scp51.txt,16,806,0.046704945,2,,0.046704945
scp51.txt,17,804,0.046347183,2,,0.046347183
scp51.txt,18,821,0.045940857,2,,0.045940857
scp51.txt,19,817,0.046567329,2,,0.046567329
scp51.txt,20,835,0.046582235,2,,0.046582235
scp51.txt,5,776,0.038806352,3,,0.038806352
scp51.txt,6,776,0.038579859,3,,0.038579859
scp51.txt,7,772,0.040066199,3,,0.040066199
scp51.txt,8,788,0.040860089,3,,0.040860089
scp51.txt,9,793,0.040359129,3,,0.040359129
scp51.txt,10,791,0.040027896,3,,0.040027896
scp51.txt,11,786,0.040898515,3,,0.040898515
scp51.txt,12,802,0.041355611,3,,0.041355611
scp51.txt,13,792,0.04206136,3,,0.04206136
scp51.txt,14,794,0.042415298,3,,0.042415298
scp51.txt,15,798,0.042077321,3,,0.042077321
scp51.txt,16,806,0.041695375,3,,0.041695375
scp51.txt,17,815,0.041427054,3,,0.041427054
scp51.txt,18,812,0.041122309,3,,0.041122309
scp51.txt,19,819,0.041592163,3,,0.041592163
scp51.txt,20,836,0.041603343,3,,0.041603343
scp51.txt,5,773,0.036378415,4,,0.036378415
scp51.txt,6,779,0.03619722,4,,0.03619722
scp51.txt,7,773,0.037386293,4,,0.037386293
scp51.txt,8,779,0.038021405,4,,0.038021405
scp51.txt,9,790,0.037620637,4,,0.037620637
scp51.txt,10,782,0.03735565,4,,0.03735565
scp51.txt,11,784,0.038052146,4,,0.038052146
scp51.txt,12,795,0.038417822,4,,0.038417822
scp51.txt,13,804,0.038982422,4,,0.038982422
scp51.txt,14,796,0.039265572,4,,0.039265572
scp51.txt,15,805,0.03899519,4,,0.03899519
scp51.txt,16,800,0.038689634,4,,0.038689634
scp51.txt,17,815,0.038474976,4,,0.038474976
scp51.txt,18,825,0.038231181,4,,0.038231181
scp51.txt,19,830,0.038607064,4,,0.038607064
scp51.txt,20,827,0.038616008,4,,0.038616008
scp51.txt,5,768,0.03475979,5,,0.03475979
scp51.txt,6,782,0.034608795,5,,0.034608795
scp51.txt,7,798,0.035599689,5,,0.035599689
scp51.txt,8,781,0.036128948,5,,0.036128948
scp51.txt,9,790,0.035794975,5,,0.035794975
scp51.txt,10,780,0.035574153,5,,0.035574153
scp51.txt,11,791,0.036154566,5,,0.036154566
scp51.txt,12,796,0.036459296,5,,0.036459296
scp51.txt,13,784,0.036929796,5,,0.036929796
scp51.txt,14,790,0.037165754,5,,0.037165754
scp51.txt,15,803,0.036940436,5,,0.036940436
scp51.txt,16,795,0.036685806,5,,0.036685806
scp51.txt,17,809,0.036506925,5,,0.036506925
scp51.txt,18,818,0.036303762,5,,0.036303762
scp51.txt,19,821,0.036616998,5,,0.036616998
scp51.txt,20,838,0.036624451,5,,0.036624451
scp51.txt,5,776,0.033603629,6,,0.033603629
scp51.txt,6,775,0.033474205,6,,0.033474205
scp51.txt,7,782,0.034323543,6,,0.034323543
scp51.txt,8,774,0.034777194,6,,0.034777194
scp51.txt,9,793,0.034490931,6,,0.034490931
scp51.txt,10,783,0.034301655,6,,0.034301655
scp51.txt,11,784,0.034799152,6,,0.034799152
scp51.txt,12,785,0.035060349,6,,0.035060349
scp51.txt,13,784,0.035463635,6,,0.035463635
scp51.txt,14,788,0.035665884,6,,0.035665884
scp51.txt,15,791,0.035472755,6,,0.035472755
scp51.txt,16,801,0.0352545,6,,0.0352545
scp51.txt,17,810,0.035101174,6,,0.035101174
scp51.txt,18,810,0.034927034,6,,0.034927034
scp51.txt,19,816,0.035195522,6,,0.035195522
scp51.txt,20,816,0.03520191,6,,0.03520191
scp51.txt,5,771,0.032736509,7,,0.032736509
scp51.txt,6,775,0.032623263,7,,0.032623263
scp51.txt,7,768,0.033366433,7,,0.033366433
scp51.txt,8,779,0.033763378,7,,0.033763378
scp51.txt,9,777,0.033512898,7,,0.033512898
scp51.txt,10,789,0.033347281,7,,0.033347281
scp51.txt,11,782,0.033782591,7,,0.033782591
scp51.txt,12,804,0.034011139,7,,0.034011139
scp51.txt,13,788,0.034364014,7,,0.034364014
scp51.txt,14,790,0.034540982,7,,0.034540982
scp51.txt,15,797,0.034371994,7,,0.034371994
scp51.txt,16,801,0.034181021,7,,0.034181021
scp51.txt,17,807,0.03404686,7,,0.03404686
scp51.txt,18,816,0.033894488,7,,0.033894488
scp51.txt,19,828,0.034129415,7,,0.034129415
scp51.txt,20,825,0.034135005,7,,0.034135005
scp51.txt,5,774,0.032062082,8,,0.032062082
scp51.txt,6,768,0.031961419,8,,0.031961419
scp51.txt,7,772,0.032622015,8,,0.032622015
scp51.txt,8,773,0.032974854,8,,0.032974854
scp51.txt,9,785,0.032752206,8,,0.032752206
scp51.txt,10,778,0.032604991,8,,0.032604991
scp51.txt,11,777,0.032991933,8,,0.032991933
scp51.txt,12,799,0.033195086,8,,0.033195086
scp51.txt,13,792,0.033508753,8,,0.033508753
scp51.txt,14,791,0.033666058,8,,0.033666058
scp51.txt,15,798,0.033515846,8,,0.033515846
scp51.txt,16,799,0.033346093,8,,0.033346093
scp51.txt,17,815,0.033226839,8,,0.033226839
scp51.txt,18,814,0.033091397,8,,0.033091397
scp51.txt,19,819,0.033300221,8,,0.033300221
scp51.txt,20,828,0.03330519,8,,0.03330519
scp51.txt,5,779,0.031522541,9,,0.031522541
scp51.txt,6,770,0.031431943,9,,0.031431943
scp51.txt,7,778,0.03202648,9,,0.03202648
scp51.txt,8,773,0.032344036,9,,0.032344036
scp51.txt,9,774,0.032143652,9,,0.032143652
scp51.txt,10,780,0.032011158,9,,0.032011158
scp51.txt,11,782,0.032359406,9,,0.032359406
scp51.txt,12,795,0.032542244,9,,0.032542244
scp51.txt,13,792,0.032824544,9,,0.032824544
scp51.txt,14,788,0.032966119,9,,0.032966119
scp51.txt,15,808,0.032830928,9,,0.032830928
scp51.txt,16,803,0.03267815,9,,0.03267815
scp51.txt,17,829,0.032570821,9,,0.032570821
scp51.txt,18,806,0.032448924,9,,0.032448924
scp51.txt,19,814,0.032636865,9,,0.032636865
scp51.txt,20,827,0.032641337,9,,0.032641337
scp51.txt,5,766,0.031081098,10,,0.031081098
scp51.txt,6,769,0.030998737,10,,0.030998737
scp51.txt,7,771,0.031539224,10,,0.031539224
scp51.txt,8,774,0.031827911,10,,0.031827911
scp51.txt,9,772,0.031645744,10,,0.031645744
scp51.txt,10,787,0.031525296,10,,0.031525296
scp51.txt,11,777,0.031841884,10,,0.031841884
scp51.txt,12,783,0.032008101,10,,0.032008101
scp51.txt,13,786,0.032264737,10,,0.032264737
scp51.txt,14,803,0.032393442,10,,0.032393442
scp51.txt,15,795,0.032270541,10,,0.032270541
scp51.txt,16,800,0.032131652,10,,0.032131652
scp51.txt,17,809,0.03203408,10,,0.03203408
scp51.txt,18,813,0.031923264,10,,0.031923264
scp51.txt,19,817,0.03209412,10,,0.03209412
scp51.txt,20,820,0.032098185,10,,0.032098185
scp52.txt,5,856,0.110475743,0.1,,0.110475743
scp52.txt,6,866,0.112445355,0.1,,0.112445355
scp52.txt,7,869,0.105546972,0.1,,0.105546972
scp52.txt,8,883,0.103154786,0.1,,0.103154786
scp52.txt,9,873,0.100352501,0.1,,0.100352501
scp52.txt,10,872,0.098645437,0.1,,0.098645437
scp52.txt,11,883,0.096521047,0.1,,0.096521047
scp52.txt,12,885,0.095545266,0.1,,0.095545266
scp52.txt,13,886,0.098203928,0.1,,0.098203928
scp52.txt,14,888,0.098139885,0.1,,0.098139885
scp52.txt,15,891,0.097140596,0.1,,0.097140596
scp52.txt,16,895,0.095825433,0.1,,0.095825433
scp52.txt,17,902,0.095031165,0.1,,0.095031165
scp52.txt,18,913,0.093984846,0.1,,0.093984846
scp52.txt,19,910,0.093295267,0.1,,0.093295267
scp52.txt,20,923,0.092320535,0.1,,0.092320535
scp52.txt,5,865,0.106031336,0.2,,0.106031336
scp52.txt,6,875,0.107836814,0.2,,0.107836814
scp52.txt,7,876,0.09916685,0.2,,0.09916685
scp52.txt,8,867,0.096974013,0.2,,0.096974013
scp52.txt,9,875,0.094405251,0.2,,0.094405251
scp52.txt,10,879,0.092840442,0.2,,0.092840442
scp52.txt,11,888,0.090893085,0.2,,0.090893085
scp52.txt,12,875,0.089998619,0.2,,0.089998619
scp52.txt,13,896,0.092435727,0.2,,0.092435727
scp52.txt,14,887,0.09237702,0.2,,0.09237702
scp52.txt,15,897,0.091461005,0.2,,0.091461005
scp52.txt,16,902,0.090255439,0.2,,0.090255439
scp52.txt,17,903,0.08952736,0.2,,0.08952736
scp52.txt,18,899,0.088568234,0.2,,0.088568234
scp52.txt,19,910,0.08793612,0.2,,0.08793612
scp52.txt,20,921,0.087042616,0.2,,0.087042616
scp52.txt,5,877,0.102270683,0.3,,0.102270683
scp52.txt,6,867,0.103937279,0.3,,0.103937279
scp52.txt,7,865,0.093768285,0.3,,0.093768285
scp52.txt,8,863,0.091744128,0.3,,0.091744128
scp52.txt,9,865,0.089372963,0.3,,0.089372963
scp52.txt,10,876,0.087928524,0.3,,0.087928524
scp52.txt,11,872,0.086130964,0.3,,0.086130964
scp52.txt,12,883,0.085305303,0.3,,0.085305303
scp52.txt,13,885,0.08755494,0.3,,0.08755494
scp52.txt,14,904,0.08750075,0.3,,0.08750075
scp52.txt,15,892,0.086655197,0.3,,0.086655197
scp52.txt,16,903,0.085542367,0.3,,0.085542367
scp52.txt,17,906,0.084870295,0.3,,0.084870295
scp52.txt,18,903,0.083984948,0.3,,0.083984948
scp52.txt,19,908,0.083401458,0.3,,0.083401458
scp52.txt,20,920,0.082576685,0.3,,0.082576685
scp52.txt,5,866,0.099047267,0.4,,0.099047267
scp52.txt,6,882,0.10059482,0.4,,0.10059482
scp52.txt,7,864,0.089140944,0.4,,0.089140944
scp52.txt,8,875,0.087261369,0.4,,0.087261369
scp52.txt,9,872,0.085059574,0.4,,0.085059574
scp52.txt,10,873,0.083718309,0.4,,0.083718309
scp52.txt,11,899,0.082049146,0.4,,0.082049146
scp52.txt,12,876,0.08128246,0.4,,0.08128246
scp52.txt,13,884,0.08337141,0.4,,0.08337141
scp52.txt,14,882,0.08332109,0.4,,0.08332109
scp52.txt,15,893,0.082535934,0.4,,0.082535934
scp52.txt,16,897,0.081502592,0.4,,0.081502592
scp52.txt,17,900,0.080878524,0.4,,0.080878524
scp52.txt,18,923,0.080056416,0.4,,0.080056416
scp52.txt,19,909,0.079514604,0.4,,0.079514604
scp52.txt,20,928,0.078748743,0.4,,0.078748743
scp52.txt,5,882,0.09625364,0.5,,0.09625364
scp52.txt,6,873,0.097698022,0.5,,0.097698022
scp52.txt,7,873,0.085130581,0.5,,0.085130581
scp52.txt,8,873,0.083376312,0.5,,0.083376312
scp52.txt,9,865,0.081321303,0.5,,0.081321303
scp52.txt,10,870,0.080069455,0.5,,0.080069455
scp52.txt,11,878,0.07851157,0.5,,0.07851157
scp52.txt,12,878,0.077795997,0.5,,0.077795997
scp52.txt,13,881,0.079745683,0.5,,0.079745683
scp52.txt,14,881,0.079698718,0.5,,0.079698718
scp52.txt,15,888,0.078965905,0.5,,0.078965905
scp52.txt,16,894,0.078001453,0.5,,0.078001453
scp52.txt,17,911,0.07741899,0.5,,0.07741899
scp52.txt,18,908,0.076651689,0.5,,0.076651689
scp52.txt,19,909,0.076145998,0.5,,0.076145998
scp52.txt,20,934,0.075431194,0.5,,0.075431194
scp52.txt,5,883,0.093809216,0.6,,0.093809216
scp52.txt,6,872,0.095163325,0.6,,0.095163325
scp52.txt,7,881,0.081621514,0.6,,0.081621514
scp52.txt,8,878,0.079976887,0.6,,0.079976887
scp52.txt,9,880,0.078050315,0.6,,0.078050315
scp52.txt,10,869,0.076876709,0.6,,0.076876709
scp52.txt,11,880,0.075416191,0.6,,0.075416191
scp52.txt,12,884,0.074745341,0.6,,0.074745341
scp52.txt,13,894,0.076573172,0.6,,0.076573172
scp52.txt,14,890,0.076529142,0.6,,0.076529142
scp52.txt,15,899,0.07584213,0.6,,0.07584213
scp52.txt,16,893,0.074937956,0.6,,0.074937956
scp52.txt,17,906,0.074391897,0.6,,0.074391897
scp52.txt,18,914,0.073672553,0.6,,0.073672553
scp52.txt,19,915,0.073198467,0.6,,0.073198467
scp52.txt,20,919,0.072528339,0.6,,0.072528339
scp52.txt,5,868,0.091652371,0.7,,0.091652371
scp52.txt,6,867,0.092926827,0.7,,0.092926827
scp52.txt,7,869,0.078525278,0.7,,0.078525278
scp52.txt,8,867,0.076977394,0.7,,0.076977394
scp52.txt,9,870,0.07516415,0.7,,0.07516415
scp52.txt,10,872,0.074059579,0.7,,0.074059579
scp52.txt,11,902,0.072684974,0.7,,0.072684974
scp52.txt,12,896,0.072053586,0.7,,0.072053586
scp52.txt,13,882,0.073773897,0.7,,0.073773897
scp52.txt,14,886,0.073732458,0.7,,0.073732458
scp52.txt,15,891,0.073085859,0.7,,0.073085859
scp52.txt,16,898,0.072234871,0.7,,0.072234871
scp52.txt,17,896,0.071720933,0.7,,0.071720933
scp52.txt,18,909,0.071043903,0.7,,0.071043903
scp52.txt,19,916,0.070597705,0.7,,0.070597705
scp52.txt,20,917,0.069966996,0.7,,0.069966996
scp52.txt,5,871,0.089735176,0.8,,0.089735176
scp52.txt,6,876,0.090938828,0.8,,0.090938828
scp52.txt,7,877,0.075773069,0.8,,0.075773069
scp52.txt,8,877,0.074311178,0.8,,0.074311178
scp52.txt,9,882,0.07259867,0.8,,0.07259867
scp52.txt,10,882,0.071555464,0.8,,0.071555464
scp52.txt,11,876,0.070257226,0.8,,0.070257226
scp52.txt,12,882,0.069660915,0.8,,0.069660915
scp52.txt,13,901,0.071285653,0.8,,0.071285653
scp52.txt,14,887,0.071246516,0.8,,0.071246516
scp52.txt,15,895,0.070635839,0.8,,0.070635839
scp52.txt,16,898,0.069832128,0.8,,0.069832128
scp52.txt,17,906,0.069346743,0.8,,0.069346743
scp52.txt,18,907,0.068707325,0.8,,0.068707325
scp52.txt,19,911,0.068285916,0.8,,0.068285916
scp52.txt,20,915,0.067690246,0.8,,0.067690246
scp52.txt,5,868,0.088019791,0.9,,0.088019791
scp52.txt,6,865,0.089160093,0.9,,0.089160093
scp52.txt,7,878,0.073310566,0.9,,0.073310566
scp52.txt,8,880,0.071925616,0.9,,0.071925616
scp52.txt,9,879,0.07030324,0.9,,0.07030324
scp52.txt,10,889,0.06931494,0.9,,0.06931494
scp52.txt,11,878,0.06808503,0.9,,0.06808503
scp52.txt,12,901,0.067520104,0.9,,0.067520104
scp52.txt,13,887,0.06905933,0.9,,0.06905933
scp52.txt,14,898,0.069022252,0.9,,0.069022252
scp52.txt,15,886,0.068443716,0.9,,0.068443716
scp52.txt,16,887,0.067682306,0.9,,0.067682306
scp52.txt,17,898,0.067222467,0.9,,0.067222467
scp52.txt,18,904,0.066616703,0.9,,0.066616703
scp52.txt,19,920,0.066217473,0.9,,0.066217473
scp52.txt,20,921,0.065653155,0.9,,0.065653155
scp52.txt,5,867,0.086475944,1,,0.086475944
scp52.txt,6,878,0.087559231,1,,0.087559231
scp52.txt,7,884,0.071094313,1,,0.071094313
scp52.txt,8,865,0.069778611,1,,0.069778611
scp52.txt,9,881,0.068237354,1,,0.068237354
scp52.txt,10,881,0.067298468,1,,0.067298468
scp52.txt,11,883,0.066130054,1,,0.066130054
scp52.txt,12,881,0.065593374,1,,0.065593374
scp52.txt,13,891,0.067055639,1,,0.067055639
scp52.txt,14,888,0.067020415,1,,0.067020415
scp52.txt,15,892,0.066470806,1,,0.066470806
scp52.txt,16,890,0.065747466,1,,0.065747466
scp52.txt,17,903,0.065310619,1,,0.065310619
scp52.txt,18,906,0.064735143,1,,0.064735143
scp52.txt,19,906,0.064355875,1,,0.064355875
scp52.txt,20,924,0.063819772,1,,0.063819772
scp52.txt,5,878,0.076698248,2,,0.076698248
scp52.txt,6,864,0.07742044,2,,0.07742044
scp52.txt,7,865,0.057058044,2,,0.057058044
scp52.txt,8,867,0.05618091,2,,0.05618091
scp52.txt,9,879,0.055153405,2,,0.055153405
scp52.txt,10,899,0.054527481,2,,0.054527481
scp52.txt,11,893,0.053748538,2,,0.053748538
scp52.txt,12,878,0.053390752,2,,0.053390752
scp52.txt,13,891,0.054365595,2,,0.054365595
scp52.txt,14,899,0.054342113,2,,0.054342113
scp52.txt,15,897,0.053975706,2,,0.053975706
scp52.txt,16,901,0.05349348,2,,0.05349348
scp52.txt,17,908,0.053202248,2,,0.053202248
scp52.txt,18,901,0.052818598,2,,0.052818598
scp52.txt,19,907,0.052565752,2,,0.052565752
scp52.txt,20,960,0.052208351,2,,0.052208351
scp52.txt,5,880,0.071809401,3,,0.071809401
scp52.txt,6,865,0.072351044,3,,0.072351044
scp52.txt,7,875,0.05003991,3,,0.05003991
scp52.txt,8,876,0.049382059,3,,0.049382059
scp52.txt,9,881,0.04861143,3,,0.04861143
scp52.txt,10,875,0.048141988,3,,0.048141988
scp52.txt,11,874,0.047557781,3,,0.047557781
scp52.txt,12,879,0.047289441,3,,0.047289441
scp52.txt,13,881,0.048020573,3,,0.048020573
scp52.txt,14,898,0.048002961,3,,0.048002961
scp52.txt,15,893,0.047728157,3,,0.047728157
scp52.txt,16,893,0.047366487,3,,0.047366487
scp52.txt,17,898,0.047148063,3,,0.047148063
scp52.txt,18,904,0.046860325,3,,0.046860325
scp52.txt,19,908,0.046670691,3,,0.046670691
scp52.txt,20,916,0.04640264,3,,0.04640264
scp52.txt,5,860,0.068876092,4,,0.068876092
scp52.txt,6,870,0.069309407,4,,0.069309407
scp52.txt,7,869,0.045829029,4,,0.045829029
scp52.txt,8,867,0.045302749,4,,0.045302749
scp52.txt,9,875,0.044686246,4,,0.044686246
scp52.txt,10,885,0.044310692,4,,0.044310692
scp52.txt,11,886,0.043843326,4,,0.043843326
scp52.txt,12,883,0.043628654,4,,0.043628654
scp52.txt,13,880,0.04421356,4,,0.04421356
scp52.txt,14,882,0.04419947,4,,0.04419947
scp52.txt,15,886,0.043979627,4,,0.043979627
scp52.txt,16,892,0.043690291,4,,0.043690291
scp52.txt,17,903,0.043515552,4,,0.043515552
scp52.txt,18,912,0.043285362,4,,0.043285362
scp52.txt,19,912,0.043133654,4,,0.043133654
scp52.txt,20,917,0.042919213,4,,0.042919213
scp52.txt,5,874,0.066920553,5,,0.066920553
scp52.txt,6,863,0.067281648,5,,0.067281648
scp52.txt,7,878,0.043021776,5,,0.043021776
scp52.txt,8,865,0.042583208,5,,0.042583208
scp52.txt,9,886,0.042069456,5,,0.042069456
scp52.txt,10,877,0.041756494,5,,0.041756494
scp52.txt,11,891,0.041367023,5,,0.041367023
scp52.txt,12,878,0.04118813,5,,0.04118813
scp52.txt,13,890,0.041675551,5,,0.041675551
scp52.txt,14,896,0.04166381,5,,0.04166381
scp52.txt,15,888,0.041480607,5,,0.041480607
scp52.txt,16,899,0.041239494,5,,0.041239494
scp52.txt,17,907,0.041093878,5,,0.041093878
scp52.txt,18,910,0.040902053,5,,0.040902053
scp52.txt,19,910,0.04077563,5,,0.04077563
scp52.txt,20,917,0.040596929,5,,0.040596929
scp52.txt,5,862,0.065523739,6,,0.065523739
scp52.txt,6,869,0.06583325,6,,0.06583325
scp52.txt,7,872,0.041016595,6,,0.041016595
scp52.txt,8,874,0.04064068,6,,0.04064068
scp52.txt,9,880,0.040200321,6,,0.040200321
scp52.txt,10,875,0.039932068,6,,0.039932068
scp52.txt,11,876,0.039598235,6,,0.039598235
scp52.txt,12,875,0.039444898,6,,0.039444898
scp52.txt,13,876,0.039862688,6,,0.039862688
scp52.txt,14,885,0.039852624,6,,0.039852624
scp52.txt,15,888,0.039695593,6,,0.039695593
scp52.txt,16,901,0.039488924,6,,0.039488924
scp52.txt,17,905,0.039364111,6,,0.039364111
scp52.txt,18,907,0.039199689,6,,0.039199689
scp52.txt,19,911,0.039091327,6,,0.039091327
scp52.txt,20,921,0.038938154,6,,0.038938154
scp52.txt,5,889,0.064476129,7,,0.064476129
scp52.txt,6,868,0.064746951,7,,0.064746951
scp52.txt,7,874,0.039512709,7,,0.039512709
scp52.txt,8,874,0.039183783,7,,0.039183783
scp52.txt,9,878,0.038798469,7,,0.038798469
scp52.txt,10,867,0.038563748,7,,0.038563748
scp52.txt,11,885,0.038271644,7,,0.038271644
scp52.txt,12,883,0.038137474,7,,0.038137474
scp52.txt,13,885,0.03850304,7,,0.03850304
scp52.txt,14,890,0.038494234,7,,0.038494234
scp52.txt,15,897,0.038356832,7,,0.038356832
scp52.txt,16,892,0.038175997,7,,0.038175997
scp52.txt,17,915,0.038066785,7,,0.038066785
scp52.txt,18,904,0.037922916,7,,0.037922916
scp52.txt,19,914,0.037828099,7,,0.037828099
scp52.txt,20,924,0.037694074,7,,0.037694074
scp52.txt,5,869,0.063661321,8,,0.063661321
scp52.txt,6,871,0.063902051,8,,0.063902051
scp52.txt,7,868,0.03834302,8,,0.03834302
scp52.txt,8,866,0.038050641,8,,0.038050641
scp52.txt,9,868,0.03770814,8,,0.03770814
scp52.txt,10,875,0.037499499,8,,0.037499499
scp52.txt,11,869,0.037239851,8,,0.037239851
scp52.txt,12,879,0.037120589,8,,0.037120589
scp52.txt,13,885,0.037445536,8,,0.037445536
scp52.txt,14,890,0.037437709,8,,0.037437709
scp52.txt,15,895,0.037315574,8,,0.037315574
scp52.txt,16,900,0.037154831,8,,0.037154831
scp52.txt,17,911,0.037057754,8,,0.037057754
scp52.txt,18,909,0.036929871,8,,0.036929871
scp52.txt,19,923,0.036845589,8,,0.036845589
scp52.txt,20,922,0.036726455,8,,0.036726455
scp52.txt,5,862,0.063009475,9,,0.063009475
scp52.txt,6,862,0.063226132,9,,0.063226132
scp52.txt,7,866,0.037407268,9,,0.037407268
scp52.txt,8,875,0.037144128,9,,0.037144128
scp52.txt,9,873,0.036835877,9,,0.036835877
scp52.txt,10,876,0.036648099,9,,0.036648099
scp52.txt,11,887,0.036414417,9,,0.036414417
scp52.txt,12,887,0.036307081,9,,0.036307081
scp52.txt,13,889,0.036599534,9,,0.036599534
scp52.txt,14,896,0.036592489,9,,0.036592489
scp52.txt,15,897,0.036482567,9,,0.036482567
scp52.txt,16,897,0.036337899,9,,0.036337899
scp52.txt,17,910,0.03625053,9,,0.03625053
scp52.txt,18,903,0.036135434,9,,0.036135434
scp52.txt,19,919,0.036059581,9,,0.036059581
scp52.txt,20,925,0.03595236,9,,0.03595236
scp52.txt,5,868,0.062476146,10,,0.062476146
scp52.txt,6,876,0.062673107,10,,0.062673107
scp52.txt,7,875,0.036641654,10,,0.036641654
scp52.txt,8,875,0.036402435,10,,0.036402435
scp52.txt,9,869,0.036122207,10,,0.036122207
scp52.txt,10,903,0.0359515,10,,0.0359515
scp52.txt,11,875,0.035739061,10,,0.035739061
scp52.txt,12,889,0.035641483,10,,0.035641483
scp52.txt,13,882,0.035907349,10,,0.035907349
scp52.txt,14,889,0.035900945,10,,0.035900945
scp52.txt,15,885,0.035801016,10,,0.035801016
scp52.txt,16,898,0.0356695,10,,0.0356695
scp52.txt,17,905,0.035590073,10,,0.035590073
scp52.txt,18,902,0.035485441,10,,0.035485441
scp52.txt,19,915,0.035416483,10,,0.035416483
scp52.txt,20,922,0.03531901,10,,0.03531901
scp53.txt,5,745,0.102898663,0.1,,0.102898663
scp53.txt,6,746,0.101997945,0.1,,0.101997945
scp53.txt,7,746,0.103083744,0.1,,0.103083744
scp53.txt,8,748,0.104455102,0.1,,0.104455102
scp53.txt,9,748,0.102275696,0.1,,0.102275696
scp53.txt,10,754,0.101390184,0.1,,0.101390184
scp53.txt,11,751,0.099921009,0.1,,0.099921009
scp53.txt,12,754,0.099282235,0.1,,0.099282235
scp53.txt,13,762,0.100284697,0.1,,0.100284697
scp53.txt,14,765,0.101308782,0.1,,0.101308782
scp53.txt,15,774,0.102077289,0.1,,0.102077289
scp53.txt,16,773,0.102877441,0.1,,0.102877441
scp53.txt,17,773,0.101909245,0.1,,0.101909245
scp53.txt,18,787,0.101304522,0.1,,0.101304522
scp53.txt,19,798,0.103046453,0.1,,0.103046453
scp53.txt,20,799,0.104606521,0.1,,0.104606521
scp53.txt,5,745,0.096849027,0.2,,0.096849027
scp53.txt,6,756,0.096023369,0.2,,0.096023369
scp53.txt,7,746,0.097018685,0.2,,0.097018685
scp53.txt,8,756,0.098275763,0.2,,0.098275763
scp53.txt,9,753,0.096277974,0.2,,0.096277974
scp53.txt,10,749,0.095466254,0.2,,0.095466254
scp53.txt,11,757,0.09411951,0.2,,0.09411951
scp53.txt,12,757,0.093533968,0.2,,0.093533968
scp53.txt,13,761,0.094452892,0.2,,0.094452892
scp53.txt,14,778,0.095391636,0.2,,0.095391636
scp53.txt,15,773,0.0960961,0.2,,0.0960961
scp53.txt,16,769,0.096829574,0.2,,0.096829574
scp53.txt,17,780,0.095942061,0.2,,0.095942061
scp53.txt,18,779,0.095387731,0.2,,0.095387731
